sentences,axes,ptypes,scores,dnames
"From your perspective, which district has the longest bar in the chart?",Subjective-Objective,lookup-visual,3,wikitables-200|33_0
Could you identify the district with the longest bar in the chart?,Subjective-Objective,lookup-visual,4,wikitables-200|33_0
Which district is represented by the longest bar in the chart?,Subjective-Objective,lookup-visual,5,wikitables-200|33_0
Can you figure out the district with the bar stretching the furthest on the chart?,Implicit-Explicit,lookup-visual,1,wikitables-200|33_0
Do you see the district with the bar that seems to go on the longest in the chart?,Implicit-Explicit,lookup-visual,2,wikitables-200|33_0
Can you identify the district that has the longest bar representation in the chart?,Implicit-Explicit,lookup-visual,3,wikitables-200|33_0
Can you tell me the district that has the longest bar in the chart?,Implicit-Explicit,lookup-visual,4,wikitables-200|33_0
Please tell me the name of the district that has the longest bar in the chart.,Implicit-Explicit,lookup-visual,5,wikitables-200|33_0
What's the biggest area size out of all the districts?,Colloquial-Standard,compositional-nonvisual,1,wikitables-200|33_0
What's the largest area size for all the districts?,Colloquial-Standard,compositional-nonvisual,2,wikitables-200|33_0
What is the largest area size for all the districts?,Colloquial-Standard,compositional-nonvisual,3,wikitables-200|33_0
What is the greatest area size among all districts?,Colloquial-Standard,compositional-nonvisual,4,wikitables-200|33_0
What is the maximum area size amongst all the districts?,Colloquial-Standard,compositional-nonvisual,5,wikitables-200|33_0
What's the biggest district?,Non-technical-Technical,compositional-nonvisual,1,wikitables-200|33_0
Which district is the largest?,Non-technical-Technical,compositional-nonvisual,2,wikitables-200|33_0
Which district has the most space?,Non-technical-Technical,compositional-nonvisual,3,wikitables-200|33_0
Which district encompasses the greatest amount of space?,Non-technical-Technical,compositional-nonvisual,4,wikitables-200|33_0
Which district possesses the greatest spatial extent?,Non-technical-Technical,compositional-nonvisual,5,wikitables-200|33_0
"I'm really curious, which district do you think has the biggest area size?",Subjective-Objective,compositional-nonvisual,1,wikitables-200|33_0
"I'm wondering, could it be possible that one district has a larger area size than the others?",Subjective-Objective,compositional-nonvisual,2,wikitables-200|33_0
"It seems like there might be one district that has a larger area size than the others, doesn't it?",Subjective-Objective,compositional-nonvisual,3,wikitables-200|33_0
Could we determine which district has the largest area size?,Subjective-Objective,compositional-nonvisual,4,wikitables-200|33_0
Please provide the data on the district with the largest area size.,Subjective-Objective,compositional-nonvisual,5,wikitables-200|33_0
Any idea about the biggest district in terms of area?,Implicit-Explicit,compositional-nonvisual,1,wikitables-200|33_0
Do you know which district has the most land?,Implicit-Explicit,compositional-nonvisual,2,wikitables-200|33_0
Can you tell me which district has the largest area?,Implicit-Explicit,compositional-nonvisual,3,wikitables-200|33_0
Which district has the largest area size?,Implicit-Explicit,compositional-nonvisual,4,wikitables-200|33_0
Please provide the area size of the district with the largest area.,Implicit-Explicit,compositional-nonvisual,5,wikitables-200|33_0
Which one's the biggest bar on the graph?,Colloquial-Standard,compositional-visual,1,wikitables-200|33_0
Which bar's the longest on the chart?,Colloquial-Standard,compositional-visual,2,wikitables-200|33_0
Can you tell me which bar on the chart is the longest?,Colloquial-Standard,compositional-visual,3,wikitables-200|33_0
Could you identify the longest bar in the chart?,Colloquial-Standard,compositional-visual,4,wikitables-200|33_0
Would you be able to ascertain which bar in the chart exhibits the greatest length?,Colloquial-Standard,compositional-visual,5,wikitables-200|33_0
Which line in the picture is the biggest?,Non-technical-Technical,compositional-visual,1,wikitables-200|33_0
Which line in the graph is the longest?,Non-technical-Technical,compositional-visual,2,wikitables-200|33_0
Which bar in the graph is the most extended?,Non-technical-Technical,compositional-visual,3,wikitables-200|33_0
Which bar in the data visualization has the greatest length?,Non-technical-Technical,compositional-visual,4,wikitables-200|33_0
Which bar in the graphical representation of the data exhibits the maximum linear dimension?,Non-technical-Technical,compositional-visual,5,wikitables-200|33_0
Which bar in the chart do you think is the longest?,Subjective-Objective,compositional-visual,1,wikitables-200|33_0
Which bar in the chart seems to be the longest to you?,Subjective-Objective,compositional-visual,2,wikitables-200|33_0
Can you tell which bar in the chart appears to be the longest?,Subjective-Objective,compositional-visual,3,wikitables-200|33_0
Could you identify the longest bar in the chart?,Subjective-Objective,compositional-visual,4,wikitables-200|33_0
Please identify the longest bar in the chart.,Subjective-Objective,compositional-visual,5,wikitables-200|33_0
Can you tell which bar stands out in the chart?,Implicit-Explicit,compositional-visual,1,wikitables-200|33_0
Can you figure out which bar in the chart seems to stretch out more than the others?,Implicit-Explicit,compositional-visual,2,wikitables-200|33_0
Can you identify the bar in the chart that appears to be the longest?,Implicit-Explicit,compositional-visual,3,wikitables-200|33_0
Can you point out the longest bar in the chart?,Implicit-Explicit,compositional-visual,4,wikitables-200|33_0
Please identify the longest bar in the chart.,Implicit-Explicit,compositional-visual,5,wikitables-200|33_0
"So, what's the big deal if one district is way bigger than the others? How's that gonna mess with the size spread across all districts?",Colloquial-Standard,open,1,wikitables-200|33_0
What's the impact if one district is much larger? How does that affect the size distribution among all districts?,Colloquial-Standard,open,2,wikitables-200|33_0
What effect does the biggest district have on the overall size distribution among districts?,Colloquial-Standard,open,3,wikitables-200|33_0
How does the district with the largest area influence the overall distribution of area sizes among all districts?,Colloquial-Standard,open,4,wikitables-200|33_0
What is the impact of the district with the largest area size on the overall distribution of area sizes among all districts?,Colloquial-Standard,open,5,wikitables-200|33_0
How does the biggest district affect the size of other districts?,Non-technical-Technical,open,1,wikitables-200|33_0
How does the district with the most land influence the size of other districts?,Non-technical-Technical,open,2,wikitables-200|33_0
How does the largest district impact the distribution of sizes among other districts?,Non-technical-Technical,open,3,wikitables-200|33_0
How does the district with the greatest area size affect the overall spread of area sizes across districts?,Non-technical-Technical,open,4,wikitables-200|33_0
What effect does the district possessing the maximum geographical area exert on the overall dispersion of area sizes within the district spectrum?,Non-technical-Technical,open,5,wikitables-200|33_0
"I'm really curious about how the district with the biggest area size might be skewing the overall distribution of area sizes among districts. It seems like it could really throw things off balance, don't you think?",Subjective-Objective,open,1,wikitables-200|33_0
I feel that the district with the largest area size could potentially have a significant impact on the overall distribution of area sizes among districts. It might be worth looking into.,Subjective-Objective,open,2,wikitables-200|33_0
It seems to me that the district with the largest area size might influence the overall distribution of area sizes among districts. This could be an interesting point to investigate.,Subjective-Objective,open,3,wikitables-200|33_0
The district with the largest area size could potentially affect the overall distribution of area sizes among districts. This is a point that may warrant further examination.,Subjective-Objective,open,4,wikitables-200|33_0
The district with the largest area size may influence the overall distribution of area sizes among districts. This is a hypothesis that requires further investigation.,Subjective-Objective,open,5,wikitables-200|33_0
What does the big district mean for the rest?,Implicit-Explicit,open,1,wikitables-200|33_0
How does the biggest district affect the rest in terms of area size?,Implicit-Explicit,open,2,wikitables-200|33_0
How does the district with the most land influence the distribution of area sizes among other districts?,Implicit-Explicit,open,3,wikitables-200|33_0
What effect does the district with the largest area have on the distribution of area sizes among all districts?,Implicit-Explicit,open,4,wikitables-200|33_0
How does the district with the largest area size directly impact the overall distribution of area sizes among all districts?,Implicit-Explicit,open,5,wikitables-200|33_0
What's the number of people in the most crowded district?,Colloquial-Standard,lookup-nonvisual,1,wikitables-200|33_1
How many folks live in the district with the most people?,Colloquial-Standard,lookup-nonvisual,2,wikitables-200|33_1
Can you tell me the population of the district with the most people?,Colloquial-Standard,lookup-nonvisual,3,wikitables-200|33_1
Could you inform me of the population in the district with the highest number of inhabitants?,Colloquial-Standard,lookup-nonvisual,4,wikitables-200|33_1
Would you be able to provide the population count of the district with the highest number of residents?,Colloquial-Standard,lookup-nonvisual,5,wikitables-200|33_1
How many people live in the busiest part of town?,Non-technical-Technical,lookup-nonvisual,1,wikitables-200|33_1
How many folks are there in the most crowded area?,Non-technical-Technical,lookup-nonvisual,2,wikitables-200|33_1
Can you tell me the number of people living in the most populated area?,Non-technical-Technical,lookup-nonvisual,3,wikitables-200|33_1
What's the total count of individuals residing in the most densely populated district?,Non-technical-Technical,lookup-nonvisual,4,wikitables-200|33_1
What is the demographic count of the district with the highest population density?,Non-technical-Technical,lookup-nonvisual,5,wikitables-200|33_1
"I'm really curious, do you know which district is the most crowded one?",Subjective-Objective,lookup-nonvisual,1,wikitables-200|33_1
"I'm wondering, which district do you think has the most people living in it?",Subjective-Objective,lookup-nonvisual,2,wikitables-200|33_1
Can you tell me which district has the most people?,Subjective-Objective,lookup-nonvisual,3,wikitables-200|33_1
Could you provide the population count for the district with the highest population?,Subjective-Objective,lookup-nonvisual,4,wikitables-200|33_1
Please provide the population data for the district with the highest population.,Subjective-Objective,lookup-nonvisual,5,wikitables-200|33_1
Do you know about the district where the most people live?,Implicit-Explicit,lookup-nonvisual,1,wikitables-200|33_1
Can you tell me about the district that has the most people living in it?,Implicit-Explicit,lookup-nonvisual,2,wikitables-200|33_1
Can you provide information on the district with the most residents?,Implicit-Explicit,lookup-nonvisual,3,wikitables-200|33_1
Could you tell me the population of the district that has the most residents?,Implicit-Explicit,lookup-nonvisual,4,wikitables-200|33_1
Please provide the exact population of the district with the highest number of residents.,Implicit-Explicit,lookup-nonvisual,5,wikitables-200|33_1
"Which one's the longest bar in the chart, eh?",Colloquial-Standard,lookup-visual,1,wikitables-200|33_1
Which bar's the longest one in the chart?,Colloquial-Standard,lookup-visual,2,wikitables-200|33_1
Can you tell me which bar is the longest in the chart?,Colloquial-Standard,lookup-visual,3,wikitables-200|33_1
Could you identify the longest bar in the chart?,Colloquial-Standard,lookup-visual,4,wikitables-200|33_1
Would you be able to ascertain which bar in the chart is of the greatest length?,Colloquial-Standard,lookup-visual,5,wikitables-200|33_1
Which line in the picture is the biggest?,Non-technical-Technical,lookup-visual,1,wikitables-200|33_1
Which line in the graph is the longest?,Non-technical-Technical,lookup-visual,2,wikitables-200|33_1
Which bar in the graph extends the furthest?,Non-technical-Technical,lookup-visual,3,wikitables-200|33_1
Which bar in the data visualization has the greatest length?,Non-technical-Technical,lookup-visual,4,wikitables-200|33_1
Which bar in the graphical representation of the data set exhibits the maximum linear extension?,Non-technical-Technical,lookup-visual,5,wikitables-200|33_1
Which bar do you think looks the longest in the chart?,Subjective-Objective,lookup-visual,1,wikitables-200|33_1
"Which bar seems to be the longest in the chart, don't you think?",Subjective-Objective,lookup-visual,2,wikitables-200|33_1
Can you tell which bar appears to be the longest in the chart?,Subjective-Objective,lookup-visual,3,wikitables-200|33_1
Could you identify the longest bar in the chart?,Subjective-Objective,lookup-visual,4,wikitables-200|33_1
Please identify the bar with the greatest length in the chart.,Subjective-Objective,lookup-visual,5,wikitables-200|33_1
Can you tell which bar seems to stretch out more than the others?,Implicit-Explicit,lookup-visual,1,wikitables-200|33_1
"Looking at the chart, can you figure out which bar extends the most?",Implicit-Explicit,lookup-visual,2,wikitables-200|33_1
Can you identify the bar that appears to be the longest on the chart?,Implicit-Explicit,lookup-visual,3,wikitables-200|33_1
Can you point out the longest bar in the chart?,Implicit-Explicit,lookup-visual,4,wikitables-200|33_1
Please identify the bar in the chart that has the greatest length.,Implicit-Explicit,lookup-visual,5,wikitables-200|33_1
How many more folks live in the most crowded district than the least crowded one?,Colloquial-Standard,compositional-nonvisual,1,wikitables-200|33_1
What's the difference in people living in the district with the most and least folks?,Colloquial-Standard,compositional-nonvisual,2,wikitables-200|33_1
Can you tell me the population difference between the district with the most people and the one with the least?,Colloquial-Standard,compositional-nonvisual,3,wikitables-200|33_1
Could you clarify the population disparity between the district with the highest population and the one with the lowest?,Colloquial-Standard,compositional-nonvisual,4,wikitables-200|33_1
Could you elucidate the discrepancy in population between the district with the maximum population and the district with the minimum population?,Colloquial-Standard,compositional-nonvisual,5,wikitables-200|33_1
How many more people live in the most crowded area compared to the least crowded one?,Non-technical-Technical,compositional-nonvisual,1,wikitables-200|33_1
What's the difference in the number of people living in the most populated and least populated areas?,Non-technical-Technical,compositional-nonvisual,2,wikitables-200|33_1
Can you tell me the population difference between the area with the most people and the one with the fewest?,Non-technical-Technical,compositional-nonvisual,3,wikitables-200|33_1
What is the population disparity between the district with the maximum population density and the one with the minimum population density?,Non-technical-Technical,compositional-nonvisual,4,wikitables-200|33_1
What is the quantitative discrepancy in population density between the district with the highest demographic concentration and the district with the lowest demographic concentration?,Non-technical-Technical,compositional-nonvisual,5,wikitables-200|33_1
Can you tell me how much more crowded the district with the most people is compared to the one with the least?,Subjective-Objective,compositional-nonvisual,1,wikitables-200|33_1
Do you know how much bigger the population is in the district with the most people compared to the least populated one?,Subjective-Objective,compositional-nonvisual,2,wikitables-200|33_1
What's the population gap between the district with the most people and the one with the fewest?,Subjective-Objective,compositional-nonvisual,3,wikitables-200|33_1
Can you provide the population difference between the district with the highest population and the district with the lowest population?,Subjective-Objective,compositional-nonvisual,4,wikitables-200|33_1
What is the numerical difference in population between the district with the highest population and the district with the lowest population?,Subjective-Objective,compositional-nonvisual,5,wikitables-200|33_1
Can you tell me about the population contrast between the most and least populated districts?,Implicit-Explicit,compositional-nonvisual,1,wikitables-200|33_1
How does the population of the most crowded district compare to the least crowded one?,Implicit-Explicit,compositional-nonvisual,2,wikitables-200|33_1
Can you compare the population of the district with the most people to the one with the fewest?,Implicit-Explicit,compositional-nonvisual,3,wikitables-200|33_1
What's the population difference between the district with the most people and the one with the least?,Implicit-Explicit,compositional-nonvisual,4,wikitables-200|33_1
Please provide the numerical difference in population between the district with the highest population and the district with the lowest population.,Implicit-Explicit,compositional-nonvisual,5,wikitables-200|33_1
How much longer is the longest bar than the shortest one in the chart?,Colloquial-Standard,compositional-visual,1,wikitables-200|33_1
Can you tell me the length difference between the longest and shortest bars in the chart?,Colloquial-Standard,compositional-visual,2,wikitables-200|33_1
Could you clarify the length difference between the longest and shortest bars in the chart?,Colloquial-Standard,compositional-visual,3,wikitables-200|33_1
Would you mind explaining the difference in length between the longest and shortest bars in the chart?,Colloquial-Standard,compositional-visual,4,wikitables-200|33_1
Could you elucidate the disparity in length between the longest and shortest bars in the chart?,Colloquial-Standard,compositional-visual,5,wikitables-200|33_1
Can you tell me how much bigger the biggest bar is than the smallest one on the picture?,Non-technical-Technical,compositional-visual,1,wikitables-200|33_1
Can you show me the size difference between the biggest and smallest bars on the graph?,Non-technical-Technical,compositional-visual,2,wikitables-200|33_1
Can you clarify the length discrepancy between the longest and shortest bars on the chart?,Non-technical-Technical,compositional-visual,3,wikitables-200|33_1
Can you quantify the difference in magnitude between the maximum and minimum bars on the diagram?,Non-technical-Technical,compositional-visual,4,wikitables-200|33_1
Can you elucidate the differential in linear dimensions between the bar of maximum and minimum length on the graphical representation?,Non-technical-Technical,compositional-visual,5,wikitables-200|33_1
Can you tell me how much longer the longest bar is compared to the shortest one? It seems like a huge difference to me.,Subjective-Objective,compositional-visual,1,wikitables-200|33_1
"It looks like the longest bar is significantly longer than the shortest one, doesn't it? What's the exact difference?",Subjective-Objective,compositional-visual,2,wikitables-200|33_1
What's the difference between the longest and shortest bars? It seems like there's a noticeable difference.,Subjective-Objective,compositional-visual,3,wikitables-200|33_1
Could you provide the exact difference in length between the longest and shortest bars in the chart?,Subjective-Objective,compositional-visual,4,wikitables-200|33_1
Please quantify the difference in length between the longest and shortest bars in the chart.,Subjective-Objective,compositional-visual,5,wikitables-200|33_1
Can you tell me about the bars in the chart?,Implicit-Explicit,compositional-visual,1,wikitables-200|33_1
How do the bars in the chart compare?,Implicit-Explicit,compositional-visual,2,wikitables-200|33_1
Can you compare the lengths of the longest and shortest bars in the chart?,Implicit-Explicit,compositional-visual,3,wikitables-200|33_1
Can you tell me the difference in length between the longest and shortest bars?,Implicit-Explicit,compositional-visual,4,wikitables-200|33_1
Please provide the exact difference in length between the longest and shortest bars in the chart.,Implicit-Explicit,compositional-visual,5,wikitables-200|33_1
How's the most crowded district stack up against the rest?,Colloquial-Standard,open,1,wikitables-200|33_1
How's the district with the most people doing compared to the others?,Colloquial-Standard,open,2,wikitables-200|33_1
How does the district with the most people compare to the other districts?,Colloquial-Standard,open,3,wikitables-200|33_1
How does the district with the highest population fare in comparison to the other districts?,Colloquial-Standard,open,4,wikitables-200|33_1
How does the population of the district with the highest population compare to the populations of the remaining districts?,Colloquial-Standard,open,5,wikitables-200|33_1
How does the number of people in the busiest district match up to the other districts?,Non-technical-Technical,open,1,wikitables-200|33_1
How does the busiest district's population size stack up against the others?,Non-technical-Technical,open,2,wikitables-200|33_1
How does the population count in the district with the most people compare to the other districts?,Non-technical-Technical,open,3,wikitables-200|33_1
How does the demographic count of the most populous district compare to the other districts?,Non-technical-Technical,open,4,wikitables-200|33_1
How does the population density of the district with the highest demographic concentration compare to the other districts?,Non-technical-Technical,open,5,wikitables-200|33_1
"I'm really curious, how does the population of the most crowded district stack up against the others? It must be way more, right?",Subjective-Objective,open,1,wikitables-200|33_1
"I wonder, how does the population of the district with the most people compare to the other districts? It seems like it would be significantly higher.",Subjective-Objective,open,2,wikitables-200|33_1
Can you tell me how the population of the district with the highest population compares to the other districts? I'm assuming it's quite a bit larger.,Subjective-Objective,open,3,wikitables-200|33_1
Could you provide information on how the population of the district with the highest population compares to the other districts?,Subjective-Objective,open,4,wikitables-200|33_1
What is the comparison between the population of the district with the highest population and the populations of the other districts?,Subjective-Objective,open,5,wikitables-200|33_1
What's the story with the district that has the most people? How does it stack up against the rest?,Implicit-Explicit,open,1,wikitables-200|33_1
Can you tell me about the district with the most people? How does it look when you put it next to the others?,Implicit-Explicit,open,2,wikitables-200|33_1
How does the district with the most people fare when compared to the others?,Implicit-Explicit,open,3,wikitables-200|33_1
Can you provide a comparison between the district with the highest population and the other districts?,Implicit-Explicit,open,4,wikitables-200|33_1
Please provide a numerical comparison between the population of the district with the highest population and the populations of the other districts.,Implicit-Explicit,open,5,wikitables-200|33_1
What's the number of folks in the most crowded place?,Colloquial-Standard,lookup-nonvisual,1,wikitables-201|11
How many people live in the most populated area?,Colloquial-Standard,lookup-nonvisual,2,wikitables-201|11
Can you tell me the population of the most populated region?,Colloquial-Standard,lookup-nonvisual,3,wikitables-201|11
Could you inform me of the population in the region with the highest number of inhabitants?,Colloquial-Standard,lookup-nonvisual,4,wikitables-201|11
Would you be able to provide the population count for the region with the highest density of inhabitants?,Colloquial-Standard,lookup-nonvisual,5,wikitables-201|11
How many people live in the place with the most people?,Non-technical-Technical,lookup-nonvisual,1,wikitables-201|11
Can you tell me how many people live in the most crowded place?,Non-technical-Technical,lookup-nonvisual,2,wikitables-201|11
What's the number of people living in the most populated area?,Non-technical-Technical,lookup-nonvisual,3,wikitables-201|11
What's the demographic count for the region with the highest population density?,Non-technical-Technical,lookup-nonvisual,4,wikitables-201|11
What is the quantitative demographic representation of the region with the highest population density?,Non-technical-Technical,lookup-nonvisual,5,wikitables-201|11
"I'm really curious, do you know which region has the most people living in it?",Subjective-Objective,lookup-nonvisual,1,wikitables-201|11
"I'm wondering, which region do you think has the most people?",Subjective-Objective,lookup-nonvisual,2,wikitables-201|11
Can you tell me which region has the highest population?,Subjective-Objective,lookup-nonvisual,3,wikitables-201|11
Could you provide the population of the region with the highest population?,Subjective-Objective,lookup-nonvisual,4,wikitables-201|11
Please provide the population of the region with the highest population.,Subjective-Objective,lookup-nonvisual,5,wikitables-201|11
Do you know the number of people living in the most crowded place on earth?,Implicit-Explicit,lookup-nonvisual,1,wikitables-201|11
Can you guess how many people live in the most populated area?,Implicit-Explicit,lookup-nonvisual,2,wikitables-201|11
How many people do you think live in the most populated region?,Implicit-Explicit,lookup-nonvisual,3,wikitables-201|11
Can you tell me the population of the most populated region?,Implicit-Explicit,lookup-nonvisual,4,wikitables-201|11
Please provide the exact population of the region with the highest population.,Implicit-Explicit,lookup-nonvisual,5,wikitables-201|11
Which one's the longest bar?,Colloquial-Standard,lookup-visual,1,wikitables-201|11
Which bar's the longest one?,Colloquial-Standard,lookup-visual,2,wikitables-201|11
Can you tell me which bar is the longest?,Colloquial-Standard,lookup-visual,3,wikitables-201|11
Could you indicate which bar is the longest?,Colloquial-Standard,lookup-visual,4,wikitables-201|11
Would you be so kind as to point out which bar is the longest?,Colloquial-Standard,lookup-visual,5,wikitables-201|11
Which line is the biggest?,Non-technical-Technical,lookup-visual,1,wikitables-201|11
Which line is the most extended?,Non-technical-Technical,lookup-visual,2,wikitables-201|11
Which bar has the greatest length?,Non-technical-Technical,lookup-visual,3,wikitables-201|11
Which bar exhibits the maximum linear dimension?,Non-technical-Technical,lookup-visual,4,wikitables-201|11
Which bar demonstrates the highest magnitude of longitudinal extension?,Non-technical-Technical,lookup-visual,5,wikitables-201|11
Which bar do you think is the longest?,Subjective-Objective,lookup-visual,1,wikitables-201|11
Which bar seems to be the longest to you?,Subjective-Objective,lookup-visual,2,wikitables-201|11
Which bar appears to be the longest?,Subjective-Objective,lookup-visual,3,wikitables-201|11
Can you identify the longest bar?,Subjective-Objective,lookup-visual,4,wikitables-201|11
Please determine the longest bar.,Subjective-Objective,lookup-visual,5,wikitables-201|11
Can you tell which bar extends the most?,Implicit-Explicit,lookup-visual,1,wikitables-201|11
Do you see a bar that seems to stretch more than the others?,Implicit-Explicit,lookup-visual,2,wikitables-201|11
Can you identify the bar that appears to be the longest?,Implicit-Explicit,lookup-visual,3,wikitables-201|11
Can you point out the bar that is longer than the rest?,Implicit-Explicit,lookup-visual,4,wikitables-201|11
Please identify the longest bar.,Implicit-Explicit,lookup-visual,5,wikitables-201|11
Where's the most people at?,Colloquial-Standard,compositional-nonvisual,1,wikitables-201|11
Where's the biggest bunch of people?,Colloquial-Standard,compositional-nonvisual,2,wikitables-201|11
Where do the most people live?,Colloquial-Standard,compositional-nonvisual,3,wikitables-201|11
In which area is the population the highest?,Colloquial-Standard,compositional-nonvisual,4,wikitables-201|11
In which geographical region is the population density the greatest?,Colloquial-Standard,compositional-nonvisual,5,wikitables-201|11
Where do the most people live?,Non-technical-Technical,compositional-nonvisual,1,wikitables-201|11
Where's the place with the most people?,Non-technical-Technical,compositional-nonvisual,2,wikitables-201|11
What area has the highest number of people?,Non-technical-Technical,compositional-nonvisual,3,wikitables-201|11
In which geographical area is the population density the highest?,Non-technical-Technical,compositional-nonvisual,4,wikitables-201|11
In which geographical region is the population count at its maximum?,Non-technical-Technical,compositional-nonvisual,5,wikitables-201|11
"I'm really curious, which region do you think is bursting at the seams with people?",Subjective-Objective,compositional-nonvisual,1,wikitables-201|11
"I've been wondering, which region do you reckon has the most people living in it?",Subjective-Objective,compositional-nonvisual,2,wikitables-201|11
"Can you tell me which region, in your opinion, has the highest population?",Subjective-Objective,compositional-nonvisual,3,wikitables-201|11
Could you provide information on which region has the highest population?,Subjective-Objective,compositional-nonvisual,4,wikitables-201|11
Please provide the data on the region with the highest population.,Subjective-Objective,compositional-nonvisual,5,wikitables-201|11
Any idea where most people live?,Implicit-Explicit,compositional-nonvisual,1,wikitables-201|11
Can you guess the place with the most people?,Implicit-Explicit,compositional-nonvisual,2,wikitables-201|11
Do you know the region with the most people?,Implicit-Explicit,compositional-nonvisual,3,wikitables-201|11
Can you tell me the region with the highest population?,Implicit-Explicit,compositional-nonvisual,4,wikitables-201|11
What is the region with the highest population?,Implicit-Explicit,compositional-nonvisual,5,wikitables-201|11
Which bar's the biggest and what's it line up with on the bottom line?,Colloquial-Standard,compositional-visual,1,wikitables-201|11
Which bar's the longest and what's it match up with on the x-axis?,Colloquial-Standard,compositional-visual,2,wikitables-201|11
Can you tell me which bar is the longest and what it corresponds to on the x-axis?,Colloquial-Standard,compositional-visual,3,wikitables-201|11
Could you identify the longest bar and its corresponding region on the x-axis?,Colloquial-Standard,compositional-visual,4,wikitables-201|11
Would you be able to ascertain which bar is of the greatest length and identify the corresponding region on the x-axis?,Colloquial-Standard,compositional-visual,5,wikitables-201|11
Which line is the biggest and what does it match up with on the bottom line?,Non-technical-Technical,compositional-visual,1,wikitables-201|11
Which bar is the biggest and what does it line up with on the bottom line?,Non-technical-Technical,compositional-visual,2,wikitables-201|11
Which bar is the longest and what does it correspond to on the horizontal line?,Non-technical-Technical,compositional-visual,3,wikitables-201|11
Which bar has the greatest length and what is its corresponding value on the x-axis?,Non-technical-Technical,compositional-visual,4,wikitables-201|11
Which bar exhibits the maximum length and what is the corresponding ordinate on the x-axis?,Non-technical-Technical,compositional-visual,5,wikitables-201|11
Can you tell me which bar you think is the longest and which region on the x-axis you believe it corresponds to?,Subjective-Objective,compositional-visual,1,wikitables-201|11
"In your opinion, which bar seems to be the longest and what region on the x-axis does it appear to correspond to?",Subjective-Objective,compositional-visual,2,wikitables-201|11
Could you identify which bar appears to be the longest and the region on the x-axis it seems to correspond to?,Subjective-Objective,compositional-visual,3,wikitables-201|11
Can you determine which bar is the longest and identify the corresponding region on the x-axis?,Subjective-Objective,compositional-visual,4,wikitables-201|11
Please identify the longest bar and its corresponding region on the x-axis.,Subjective-Objective,compositional-visual,5,wikitables-201|11
Can you figure out the bar that stretches out the most and the region it matches on the horizontal line?,Implicit-Explicit,compositional-visual,1,wikitables-201|11
Can you tell me about the longest bar and where it lines up on the x-axis?,Implicit-Explicit,compositional-visual,2,wikitables-201|11
Can you identify the longest bar and its corresponding x-axis region?,Implicit-Explicit,compositional-visual,3,wikitables-201|11
Please identify the longest bar and its corresponding region on the x-axis.,Implicit-Explicit,compositional-visual,4,wikitables-201|11
Tell me the length of the longest bar and specify its corresponding region on the x-axis.,Implicit-Explicit,compositional-visual,5,wikitables-201|11
What stuff could make this place have the most people?,Colloquial-Standard,open,1,wikitables-201|11
What things could make this area have the most folks?,Colloquial-Standard,open,2,wikitables-201|11
What could be causing this region to have the most people?,Colloquial-Standard,open,3,wikitables-201|11
What could be the contributing factors for this region having the highest population?,Colloquial-Standard,open,4,wikitables-201|11
What factors could potentially contribute to this region possessing the highest population density?,Colloquial-Standard,open,5,wikitables-201|11
What things could make this area have the most people?,Non-technical-Technical,open,1,wikitables-201|11
What could be the reasons for this area having the most people?,Non-technical-Technical,open,2,wikitables-201|11
What elements might lead to this region having the largest number of people?,Non-technical-Technical,open,3,wikitables-201|11
What variables might be responsible for this region's high population density?,Non-technical-Technical,open,4,wikitables-201|11
"What demographic, geographic, or socio-economic determinants could be contributing to this region's elevated population density?",Non-technical-Technical,open,5,wikitables-201|11
What do you think could be the reasons for this region having the most people?,Subjective-Objective,open,1,wikitables-201|11
"I'm curious, what could be causing this region to have the most people?",Subjective-Objective,open,2,wikitables-201|11
What might be the possible reasons for this region having the highest population?,Subjective-Objective,open,3,wikitables-201|11
What are the potential factors that could result in this region having the highest population?,Subjective-Objective,open,4,wikitables-201|11
What are the factors contributing to this region's highest population?,Subjective-Objective,open,5,wikitables-201|11
Any thoughts on why so many people might live here?,Implicit-Explicit,open,1,wikitables-201|11
Can you think of reasons why this area might be so populated?,Implicit-Explicit,open,2,wikitables-201|11
What could be the reasons for this region's high population?,Implicit-Explicit,open,3,wikitables-201|11
What are the possible reasons for this region having such a high population?,Implicit-Explicit,open,4,wikitables-201|11
What specific factors lead to this region having the highest population?,Implicit-Explicit,open,5,wikitables-201|11
How long's the biggest name?,Colloquial-Standard,lookup-nonvisual,1,wikitables-201|46
What's the size of the longest name?,Colloquial-Standard,lookup-nonvisual,2,wikitables-201|46
Can you tell me the length of the longest name?,Colloquial-Standard,lookup-nonvisual,3,wikitables-201|46
Could you inform me of the length of the longest name?,Colloquial-Standard,lookup-nonvisual,4,wikitables-201|46
Would you be able to provide the measurement of the longest name?,Colloquial-Standard,lookup-nonvisual,5,wikitables-201|46
How long is the biggest name?,Non-technical-Technical,lookup-nonvisual,1,wikitables-201|46
Can you tell me how many letters the longest name has?,Non-technical-Technical,lookup-nonvisual,2,wikitables-201|46
Could you provide the character count of the longest name?,Non-technical-Technical,lookup-nonvisual,3,wikitables-201|46
What is the character count of the name with the maximum length?,Non-technical-Technical,lookup-nonvisual,4,wikitables-201|46
What is the quantification of characters in the name possessing the maximum longitudinal dimension?,Non-technical-Technical,lookup-nonvisual,5,wikitables-201|46
